100121619_TGI_at,6.858641921
100121620_TGI_at,7.406361254
100121621_TGI_at,11.25065555
100121622_TGI_at,2.655166563
100121623_TGI_at,8.718793618
100121624_TGI_at,9.625798235
100121625_TGI_at,7.773917445
100121626_TGI_at,3.212180847
100121627_TGI_at,3.112216695
100121628_TGI_at,6.191452258
100121629_TGI_at,9.426056744
100121630_TGI_at,4.999208314
100121631_TGI_at,4.841377942
100121632_TGI_at,7.748021575
100121633_TGI_at,5.502099993
100121634_TGI_at,5.932301367
100121635_TGI_at,8.667728989
100121636_TGI_at,5.111584422
100121637_TGI_at,4.953651731
100121638_TGI_at,3.81156178
100121639_TGI_at,3.259752321
100121640_TGI_at,9.454946086
100121642_TGI_at,3.047510606
100121643_TGI_at,5.307273786
100121644_TGI_at,9.107742633
100121645_TGI_at,6.596459885
100121646_TGI_at,11.67563561
100121647_TGI_at,4.536742324
100121648_TGI_at,3.544520755
100121649_TGI_at,10.12531578
100121651_TGI_at,4.720834461
100121652_TGI_at,7.73707222
100121653_TGI_at,8.571070124
100121654_TGI_at,3.540460746
100121655_TGI_at,4.043116175
100121656_TGI_at,4.926221906
100121657_TGI_at,11.60768773
100121658_TGI_at,8.43026506
100121659_TGI_at,3.310571477
100121660_TGI_at,4.782179295
100121661_TGI_at,10.02146387
100121662_TGI_at,5.368917947
100121663_TGI_at,8.743366121
100121664_TGI_at,10.08853278
100121665_TGI_at,11.70199962
100121666_TGI_at,10.67253418
100121667_TGI_at,10.77739991
100121668_TGI_at,8.593935959
100121669_TGI_at,3.862190079
100121670_TGI_at,8.464463515
100121671_TGI_at,10.76606042
100121672_TGI_at,4.431943723
100121673_TGI_at,3.605375199
100121674_TGI_at,2.538040566
100121675_TGI_at,6.628808255
100121677_TGI_at,7.187026375
100121678_TGI_at,4.746847227
100121679_TGI_at,9.068660835
100121680_TGI_at,8.093451933
100121681_TGI_at,5.203069025
100121682_TGI_at,5.125443574
100121683_TGI_at,5.762297853
100121684_TGI_at,4.472641761
100121685_TGI_at,12.0225922
100121686_TGI_at,6.389861855
100121687_TGI_at,3.404480549
100121688_TGI_at,2.075298596
100121689_TGI_at,2.798006667
100121690_TGI_at,12.09392845
100121691_TGI_at,4.375375679
100121692_TGI_at,11.0207266
100121693_TGI_at,5.589822174
100121694_TGI_at,9.229425679
100121695_TGI_at,12.14463009
100121696_TGI_at,13.07596095
100121697_TGI_at,4.663393505
100121698_TGI_at,2.910970802
100121699_TGI_at,3.439540783
100121700_TGI_at,4.191958248
100121702_TGI_at,2.784680346
100121703_TGI_at,6.44879955
100121704_TGI_at,5.547568457
100121705_TGI_at,4.882527408
100121706_TGI_at,5.159744635
100121707_TGI_at,7.542289178
100121708_TGI_at,2.616110282
100121709_TGI_at,3.672333634
100121710_TGI_at,7.763884617
100121711_TGI_at,4.757003091
100121712_TGI_at,7.110321913
100121714_TGI_at,3.249755975
100121715_TGI_at,5.941985753
100121716_TGI_at,4.893851085
100121717_TGI_at,5.076606482
100121718_TGI_at,8.913826053
100121719_TGI_at,9.642674906
100121720_TGI_at,2.111597753
100121721_TGI_at,2.924155434
100121722_TGI_at,2.57625855
100121723_TGI_at,6.390702019
100121724_TGI_at,7.525351371
100121725_TGI_at,10.52030831
100121726_TGI_at,6.865313967
100121727_TGI_at,5.253173109
100121728_TGI_at,8.854944945
100121729_TGI_at,2.955441937
100121730_TGI_at,7.787099851
100121732_TGI_at,6.151616176
100121733_TGI_at,7.989178402
100121734_TGI_at,2.804190222
100121735_TGI_at,8.000620997
100121736_TGI_at,4.304632442
100121738_TGI_at,6.792227702
100121739_TGI_at,8.858304394
100121740_TGI_at,8.428653029
100121741_TGI_at,8.916015988
100121743_TGI_at,9.506324902
100121744_TGI_at,8.64621703
100121745_TGI_at,6.385746445
100121746_TGI_at,11.2929673
100121747_TGI_at,2.957045352
100121748_TGI_at,10.36543117
100121750_TGI_at,5.100373203
100121751_TGI_at,3.032560971
100121752_TGI_at,3.176385225
100121753_TGI_at,5.360115849
100121754_TGI_at,7.216472968
100121755_TGI_at,3.260840178
100121756_TGI_at,8.774723594
100121757_TGI_at,6.137409598
100121758_TGI_at,10.42683333
100121759_TGI_at,8.716287948
100121760_TGI_at,10.89529047
100121761_TGI_at,2.833401117
100121762_TGI_at,10.0099678
100121763_TGI_at,4.068318394
100121765_TGI_at,7.811196206
100121766_TGI_at,4.937881709
100121767_TGI_at,4.998855606
100121768_TGI_at,8.036842236
100121769_TGI_at,5.428568868
100121770_TGI_at,3.426387914
100121771_TGI_at,12.25391794
100121772_TGI_at,6.002087308
100121774_TGI_at,5.978362044
100121775_TGI_at,10.44210132
100121776_TGI_at,10.08750417
100121777_TGI_at,10.09578837
100121778_TGI_at,6.777363036
100121779_TGI_at,8.900387984
100121780_TGI_at,3.842834739
100121781_TGI_at,4.708499479
100121782_TGI_at,2.212291254
100121783_TGI_at,8.940950586
100121784_TGI_at,4.739696075
100121785_TGI_at,5.730465206
100121786_TGI_at,5.103384432
100121787_TGI_at,9.474558652
100121788_TGI_at,5.439515845
100121791_TGI_at,9.481403391
100121792_TGI_at,9.996132694
100121793_TGI_at,11.87153947
100121796_TGI_at,6.328424297
100121797_TGI_at,7.436623529
100121798_TGI_at,7.143631432
100121799_TGI_at,6.086639937
100121800_TGI_at,11.09763816
100121801_TGI_at,6.865189279
100121802_TGI_at,6.089384484
100121803_TGI_at,8.841729693
100121804_TGI_at,4.784603385
100121805_TGI_at,4.349411714
100121806_TGI_at,3.540827577
100121807_TGI_at,3.695848545
100121808_TGI_at,9.807001186
100121809_TGI_at,6.35722294
100121810_TGI_at,3.65185815
100121812_TGI_at,4.876554776
100121813_TGI_at,4.108103525
100121814_TGI_at,4.013748895
100121815_TGI_at,2.769991047
100121818_TGI_at,5.461467666
100121819_TGI_at,6.684707991
100121820_TGI_at,4.518628325
100121822_TGI_at,7.390231315
100121823_TGI_at,10.49394726
100121825_TGI_at,2.983720624
100121826_TGI_at,7.250250349
100121827_TGI_at,11.34793983
100121828_TGI_at,9.446942815
100121829_TGI_at,3.038800715
100121830_TGI_at,3.542845632
100121831_TGI_at,7.553733618
100121832_TGI_at,5.34641728
100121834_TGI_at,5.961919744
100121835_TGI_at,2.779327575
100121836_TGI_at,3.290610861
100121837_TGI_at,6.161935988
100121838_TGI_at,7.046440977
100121839_TGI_at,6.556685508
100121840_TGI_at,5.172944038
100121841_TGI_at,2.769081556
100121843_TGI_at,2.911023232
100121844_TGI_at,3.816273939
100121845_TGI_at,2.822198721
100121846_TGI_at,3.429804613
100121847_TGI_at,4.401933647
100121848_TGI_at,7.087421245
100121849_TGI_at,11.72750081
100121850_TGI_at,10.80923661
100121851_TGI_at,10.18486914
100121852_TGI_at,4.970808347
100121853_TGI_at,10.48300105
100121854_TGI_at,2.983834153
100121855_TGI_at,3.686090577
100121856_TGI_at,2.01984535
100121857_TGI_at,3.0866437
100121858_TGI_at,7.008565144
100121859_TGI_at,2.540501841
100121860_TGI_at,5.405006594
100121861_TGI_at,11.7847585
100121862_TGI_at,10.37932133
100121863_TGI_at,7.100119518
100121864_TGI_at,7.402510048
100121865_TGI_at,9.162067843
100121867_TGI_at,10.69922538
100121868_TGI_at,3.01838996
100121869_TGI_at,7.894871919
100121870_TGI_at,8.105242324
100121871_TGI_at,10.94294119
100121872_TGI_at,4.889062842
100121873_TGI_at,10.46194206
100121874_TGI_at,11.90484867
100121875_TGI_at,4.398908728
100121876_TGI_at,2.255906832
100121877_TGI_at,9.367997389
100121878_TGI_at,10.14983702
100121879_TGI_at,4.939930046
100121880_TGI_at,5.893934084
100121881_TGI_at,3.949984574
100121882_TGI_at,5.770586397
100121883_TGI_at,7.910168543
100121884_TGI_at,9.857595973
100121885_TGI_at,3.414558088
100121886_TGI_at,6.181722426
100121887_TGI_at,7.270181483
100121888_TGI_at,10.87646639
100121889_TGI_at,9.127941258
100121890_TGI_at,3.676198177
100121891_TGI_at,7.192587599
100121892_TGI_at,3.83207532
100121893_TGI_at,5.476278964
100121894_TGI_at,3.963792789
100121895_TGI_at,9.530054888
100121898_TGI_at,11.61203602
100121900_TGI_at,2.728403501
100121901_TGI_at,6.213147884
100121902_TGI_at,8.106724443
100121903_TGI_at,2.841642483
100121904_TGI_at,8.058159668
100121905_TGI_at,4.200614243
100121906_TGI_at,8.747249878
100121907_TGI_at,5.984436065
100121908_TGI_at,3.071130264
100121909_TGI_at,5.433310607
100121910_TGI_at,3.897072409
100121911_TGI_at,7.848362345
100121913_TGI_at,10.34741978
100121914_TGI_at,3.245027931
100121915_TGI_at,11.54684467
100121916_TGI_at,4.087328266
100121917_TGI_at,9.622659519
100121918_TGI_at,4.966730762
100121919_TGI_at,5.800970233
100121920_TGI_at,5.251775735
100121923_TGI_at,5.255532664
100121924_TGI_at,3.980652662
100121925_TGI_at,2.476168465
100121927_TGI_at,5.423634511
100121928_TGI_at,9.969868546
100121929_TGI_at,2.813317666
100121930_TGI_at,7.365862523
100121931_TGI_at,8.763677474
100121933_TGI_at,9.274299478
100121934_TGI_at,6.472008493
100121935_TGI_at,9.220992924
100121936_TGI_at,5.713850877
100121937_TGI_at,3.09561031
100121938_TGI_at,8.181704582
100121939_TGI_at,2.94677039
100121940_TGI_at,4.192787229
100121941_TGI_at,5.218751641
